epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,3198.12,1.13527,0.65136,1.0301,0.82238,0.78825,0.83258,0.43032,1.79726,0.91994,1.43305,0.002278,0.002278,0.002278
80,3236.98,1.12631,0.65662,1.0228,0.87332,0.77835,0.84935,0.45368,1.77125,0.92691,1.39931,0.002179,0.002179,0.002179
81,3271.17,1.07987,0.62721,1.00581,0.84963,0.82018,0.86238,0.48267,1.71295,0.84464,1.40671,0.00208,0.00208,0.00208
82,3312.73,1.1065,0.64278,1.01398,0.85099,0.81879,0.87253,0.47002,1.68078,0.86968,1.3701,0.001981,0.001981,0.001981
83,3355.65,1.07417,0.62761,0.99702,0.87036,0.84224,0.87725,0.46193,1.73485,0.85052,1.39721,0.001882,0.001882,0.001882
84,3391.9,1.07993,0.62408,1.00791,0.877,0.81781,0.86145,0.46654,1.71722,0.84979,1.40943,0.001783,0.001783,0.001783
85,3431.04,1.07188,0.62543,1.00449,0.8693,0.83513,0.86887,0.46617,1.68792,0.81124,1.3611,0.001684,0.001684,0.001684
86,3472.53,1.06261,0.61852,1.00023,0.85852,0.8172,0.85748,0.45136,1.73086,0.8708,1.41463,0.001585,0.001585,0.001585
87,3514.29,1.04658,0.60948,0.99217,0.84496,0.83871,0.86389,0.46596,1.73894,0.85284,1.39418,0.001486,0.001486,0.001486
88,3545.41,1.02996,0.589,0.97733,0.8504,0.84946,0.87562,0.47713,1.71367,0.81855,1.38634,0.001387,0.001387,0.001387
89,3587.39,1.03544,0.59545,0.98551,0.85478,0.8405,0.86838,0.48505,1.67401,0.84806,1.37868,0.001288,0.001288,0.001288
90,3631.23,1.05411,0.60973,0.9961,0.88409,0.82017,0.86735,0.46171,1.72679,0.8444,1.39868,0.001189,0.001189,0.001189
91,3670.23,1.05177,0.60457,1.00774,0.88392,0.81362,0.86483,0.45636,1.71257,0.87413,1.40263,0.00109,0.00109,0.00109
92,3707.26,0.98915,0.57064,0.98854,0.87045,0.82079,0.86368,0.46253,1.70292,0.87415,1.40777,0.000991,0.000991,0.000991
93,3749.17,1.00976,0.57564,0.99336,0.88912,0.79039,0.86194,0.47786,1.68012,0.83846,1.35826,0.000892,0.000892,0.000892
94,3790.95,0.97658,0.54593,0.97832,0.86886,0.83114,0.87145,0.47201,1.69672,0.82271,1.37791,0.000793,0.000793,0.000793
95,3822.97,0.95469,0.53755,0.97152,0.84528,0.85181,0.87687,0.48143,1.68351,0.81051,1.38131,0.000694,0.000694,0.000694
96,3865.39,0.979,0.5658,0.98173,0.88363,0.83154,0.87353,0.47196,1.67632,0.8078,1.36445,0.000595,0.000595,0.000595
97,3909.4,0.95888,0.5429,0.97203,0.89865,0.81042,0.86844,0.46753,1.70966,0.83494,1.40441,0.000496,0.000496,0.000496
98,3949.19,0.92984,0.53698,0.95878,0.88462,0.81541,0.86528,0.47548,1.69986,0.86542,1.38808,0.000397,0.000397,0.000397
99,3984.4,0.93446,0.53692,0.96285,0.89387,0.81506,0.87673,0.47461,1.6667,0.82809,1.37351,0.000298,0.000298,0.000298
100,4026.35,0.9094,0.51644,0.95634,0.89811,0.82143,0.87474,0.48073,1.68389,0.83202,1.39074,0.000199,0.000199,0.000199
