image_pair,ssim
fire-2285-_png.rf.0e2aaf61262052ed27b757f6ecf2ba12.jpg vs fire-2309-_png.rf.c8c906ea517d7673d86494c6d6b58437.jpg,0.4336497773760518
fire-2309-_png.rf.c8c906ea517d7673d86494c6d6b58437.jpg vs fire-2387-_png.rf.977f00d87d12e03f71758746edc877e2.jpg,0.38190188170459
fire-2387-_png.rf.977f00d87d12e03f71758746edc877e2.jpg vs fire-2391-_png.rf.67cc42773c327e695c7af602a9d2dfb7.jpg,0.490713592344744
fire-2391-_png.rf.67cc42773c327e695c7af602a9d2dfb7.jpg vs fire-2405-_png.rf.644c9a346c0e4b4fccf78495a1116f38.jpg,0.44081242090779243
fire-2405-_png.rf.644c9a346c0e4b4fccf78495a1116f38.jpg vs fire-2412-_png.rf.8e37c051e13532df8200789f9370e33d.jpg,0.42468761220084233
fire-2412-_png.rf.8e37c051e13532df8200789f9370e33d.jpg vs fire-2419-_png.rf.920b23ebb6966dea8d7c89437575c781.jpg,0.44274808974165525
fire-2419-_png.rf.920b23ebb6966dea8d7c89437575c781.jpg vs fire-2423-_png.rf.d630e2ef22b6b5a258e2bbfe0f1ed1ec.jpg,0.4590298280531658
fire-2423-_png.rf.d630e2ef22b6b5a258e2bbfe0f1ed1ec.jpg vs fire-2464-_png.rf.5c350d1c43177c155e99c0f79ed2b7f5.jpg,0.4058693923946669
fire-2464-_png.rf.5c350d1c43177c155e99c0f79ed2b7f5.jpg vs fire-2465-_png.rf.1566e2c7256344398e86ee9200f66c44.jpg,0.3891003973310327
fire-2465-_png.rf.1566e2c7256344398e86ee9200f66c44.jpg vs fire-2467-_png.rf.a5657d98cc1177067e01b2e07d2d1f28.jpg,0.30509827478428064
fire-2467-_png.rf.a5657d98cc1177067e01b2e07d2d1f28.jpg vs fire-2470-_png.rf.6cb78e8ae9df746fe61d112cbaa02b44.jpg,0.3323633263006295
fire-2470-_png.rf.6cb78e8ae9df746fe61d112cbaa02b44.jpg vs fire-2474-_png.rf.7dbdca092eac3f92496bfb14aa3c200f.jpg,0.40991016553755755
fire-2474-_png.rf.7dbdca092eac3f92496bfb14aa3c200f.jpg vs fire-2479-_png.rf.8e4991d77ee507f4dd7a8ac5ebd61633.jpg,0.5927485242609053
fire-2479-_png.rf.8e4991d77ee507f4dd7a8ac5ebd61633.jpg vs fire-2484-_png.rf.31b3b57618d913e6f68818b121a4e76e.jpg,0.5067851534430362
fire-2484-_png.rf.31b3b57618d913e6f68818b121a4e76e.jpg vs fire-2491-_png.rf.0c3e42371a117a2e7b2f4a14e4c922ed.jpg,0.2885584413965113
fire-2491-_png.rf.0c3e42371a117a2e7b2f4a14e4c922ed.jpg vs fire-2495-_png.rf.43d3be78aab21684b54e2296cfee04c3.jpg,0.3139623137845919
fire-2495-_png.rf.43d3be78aab21684b54e2296cfee04c3.jpg vs fire-2504-_png.rf.ae7b8ec146911ca1bfe13533f33acf4b.jpg,0.4520489708119797
fire-2504-_png.rf.ae7b8ec146911ca1bfe13533f33acf4b.jpg vs fire-2508-_png.rf.955351c083a221fc88802a22d6420868.jpg,0.40889463672287185
fire-2508-_png.rf.955351c083a221fc88802a22d6420868.jpg vs fire-2509-_png.rf.067fd024945b46e8cf501d40c8d2decc.jpg,0.40065939232553144
fire-2509-_png.rf.067fd024945b46e8cf501d40c8d2decc.jpg vs fire-2512-_png.rf.daea49f14f042e907fb463acaed9a433.jpg,0.35251830915311627
fire-2512-_png.rf.daea49f14f042e907fb463acaed9a433.jpg vs fire-2514-_png.rf.a7591520e2ee634585bfee044425f193.jpg,0.5865064913739663
fire-2514-_png.rf.a7591520e2ee634585bfee044425f193.jpg vs fire-2515-_png.rf.6babe242a9ed58918de20917bfae0f52.jpg,0.3958941014059295
fire-2515-_png.rf.6babe242a9ed58918de20917bfae0f52.jpg vs fire-2525-_png.rf.7b387e37d840653c39d72f4d7735d1a2.jpg,0.6102858756117089
fire-2525-_png.rf.7b387e37d840653c39d72f4d7735d1a2.jpg vs fire-2534-_png.rf.2286e9fd4e384c498c644fa1f97545aa.jpg,0.5436722295241957
fire-2534-_png.rf.2286e9fd4e384c498c644fa1f97545aa.jpg vs fire-2540-_png.rf.db618d222b9b27f69ddbca8b5474abf7.jpg,0.5115432579743501
fire-2540-_png.rf.db618d222b9b27f69ddbca8b5474abf7.jpg vs fire-2545-_png.rf.9732758c38786e7c6000e974da8e7665.jpg,0.48013378456655464
fire-2545-_png.rf.9732758c38786e7c6000e974da8e7665.jpg vs fire-2548-_png.rf.087a98f14b551380aff7dd504faf3fc6.jpg,0.5270729059075542
fire-2548-_png.rf.087a98f14b551380aff7dd504faf3fc6.jpg vs fire-255-_png.rf.a2b77242464db7a778ab2174659f638c.jpg,0.15139805480145546
fire-255-_png.rf.a2b77242464db7a778ab2174659f638c.jpg vs fire-2551-_png.rf.6f00d9f5189a49f1d62d3ea22c984a4a.jpg,0.13728115076201416
fire-2551-_png.rf.6f00d9f5189a49f1d62d3ea22c984a4a.jpg vs fire-2557-_png.rf.14bbd7a45ac332b230baba6b588f0b81.jpg,0.5324285108534491
fire-2557-_png.rf.14bbd7a45ac332b230baba6b588f0b81.jpg vs fire-2559-_png.rf.dc4df2aad48145bb5dc74a3c0278a602.jpg,0.6126381870720193
fire-2559-_png.rf.dc4df2aad48145bb5dc74a3c0278a602.jpg vs fire-2562-_png.rf.9b25765b6e163d3189299a0b331f069c.jpg,0.6673946142962398
fire-2562-_png.rf.9b25765b6e163d3189299a0b331f069c.jpg vs fire-2566-_png.rf.b9106b052259460210fc9bec3177891d.jpg,0.721930736397547
fire-2566-_png.rf.b9106b052259460210fc9bec3177891d.jpg vs fire-2570-_png.rf.d2f82728e1430b1ebab907de40499616.jpg,0.7525792870615606
fire-2570-_png.rf.d2f82728e1430b1ebab907de40499616.jpg vs fire-2580-_png.rf.ecf1a28991eff5ce8568e39ee12df18c.jpg,0.5524841136043525
fire-2580-_png.rf.ecf1a28991eff5ce8568e39ee12df18c.jpg vs fire-2582-_png.rf.8d49167088570c759fca3a60f5011216.jpg,0.5541266216687531
